job_title,place,company,salary,job_info
誠徵 MeDA Lab 實驗室英文秘書,台北市大安區,國立臺灣大學,"月薪 32,466~37,132元","【工作內容】

本實驗室開發人工智慧醫療軟體相關應用，誠徵英文秘書負責以下工作：

1. 規劃與管理產品開發專案、掌控開發進度時程、追蹤與解決開發問題

2. 講座、課程及活動規劃窗口

3. 國際合作接洽窗口

4. 經營實驗室官網

5. 專利佈局溝通窗口

6. 文案中英翻譯及潤稿

7. 其他主持人交辦事項

 

 

【資格條件】

1. 對計畫相關領域（人工智慧醫療應用）有意願多加瞭解

2. 此職位需以全英語進行書信溝通及接待外籍訪賓，需具備流利的英語溝通及寫作能力

3. 其他專長要求：

   A. 願意持續學習新事物與接受挑戰

   B. 具簡報口語表達能力為佳

   C. 具備文字掌握編修能力為佳

   D. 具備高度溝通協調能力為佳

   E. 熟悉電腦操作及檔案管理技巧為佳

 4. 具備特質：

有耐心且細心，具抗壓性，善於應對溝通技巧及彙整多樣資訊，負責任，可高度掌握、追蹤各事務的時程與進度，能發現計畫不足處並提出改善建議


【工作地點】

國立臺灣大學宇宙館（台北市大安區羅斯福路四段一號）


【工作待遇】

月薪依台大計畫專任研究助理支給參考表支給，除依年資調整薪資外，本實驗室亦將依據學經歷或能力調整，彈性大，可議。一年一聘，表現優良者續聘，可長期工作者優先考慮。

 
【應備文件】

請整合為一個PDF檔：

1. 履歷表及中英文自傳

2. 英文能力證明 (例：全民英檢、托福、多益或其他相關證明文件)

3. 其他工作或能力經驗證明

 

【聯絡方式】

意者請將以上資料，以電子郵件傳送至 e-mail：medalab.contact@gmail.com（主旨請註明：應徵實驗室英文秘書_您的姓名）

逾期送達或未檢齊相關證明文件者視同資格不符，資料先行送達者，若資格符合，擇優陸續通知面試，不合格者恕不另行通知。

 

【徵才單位】

Medical Data Analytics Laboratory, National Taiwan University

Lab Website：http://meda.ai

聯絡人：馬小姐，02-3366-8829


 

"
誠徵醫學 AI 課程企劃助理,台北市大安區,國立臺灣大學,面議（經常性薪資4萬/月含以上）,"【工作內容】

1. 協助主持人進行人工智慧醫療應用線上與實體課程規劃、教案設計、教材製作

2. 監督、管理課程專案時程

3. 與授課教師洽談合作細節

4. 接洽內容影音合作團隊並進行拍攝前置規劃

5. 其他主持人交辦事項



【資格條件】

1. 對課程相關領域（人工智慧醫療應用）有熱情，希望多瞭解此領域相關知識與應用

2. 專長要求：

A. 具 Python、深度學習、機器學習經驗尤佳

B. 熟悉教育科技、知識付費產業尤佳

C. 對專案管理有興趣或經驗，且願意持續學習新事物與接受挑戰

D. 英語溝通與寫作能力佳（例：全民英檢中高級通過、其他語言檢定同等級能力、或具相關經驗）

3. 具備特質：具備良好的時程管理能力，有耐心且細心，善於應對溝通技巧及彙整多樣資訊，負責任，能發現計畫不足處並提出改善建議

 

【工作地點】

國立臺灣大學天文數學館（台北市大安區羅斯福路四段一號）

 
【工作待遇】

月薪依台大計畫專任研究助理支給參考表支給，除依年資調整薪資外，本實驗室亦將依據學經歷或能力調整，彈性大，可議。一年一聘，表現優良者續聘，可長期工作者優先考慮


【可上班日】

即日起


【應備文件】

請整合為一個PDF檔：

1. 履歷表及中英文自傳

2. 英文能力證明 (例：全民英檢、托福、多益或其他相關證明文件)

3. 其他工作或能力經驗證明


【聯絡方式】

意者請將以上資料於 110 年 11 月 20 日下午五點前，以電子郵件傳送至 e-mail：medalab.contact@gmail.com（主旨請註明：應徵醫學 AI 課程企劃助理_您的姓名）
逾期送達或未檢齊相關證明文件者視同資格不符，資料先行送達者，若資格符合，擇優陸續通知面試，不合格者恕不另行通知。


【徵才單位】

Medical Data Analytics Laboratory, National Taiwan University

Lab Website：http://meda.ai

聯絡人：馬小姐，02-3366-8829"
【軟體研發部】 Edge AI Developer,新北市汐止區,艾訊股份有限公司 （艾訊）,面議（經常性薪資4萬/月含以上）,"Axiomtek is an industrial computer company that designs and engineers high-profile industrial electronics. Axiomtek Gaming began in 2009 as a department of Axiomtek, Inc., originally creating and manufacture the gaming motherboard. Since then, we have produced player tracking, video mixer, and various embedded system products.

We are looking for a talented and passionate Edge AI Engineer to join a cross-functional team for a brand new product line of industrial autonomous systems. You will be enormously influence on the design, architecture, and implementation of a series of embedded products with AI. At Axiomtek Gaming we have a multi-culture, collaborative environment. You must be flexible and entrepreneurial for having a successful career here. You will collaborate with FW developers, 3rd party provider, and product managers. You are comfortable with a brand-new product and are willing to develop quick proof of concepts, iterate and improve.

In This Position, You Will
Investigate, prototype, and deliver new and innovative solutions.
Design, develop and verify firmware for embedded systems with AI.
Participate in design reviews, API development, and documentation.
Work with new AI accelerate modules that could be upgraded frequently.
Adapt automotive regulation with embedded graphics co-processor
Deliver investigation plans and reports, architectural documents, design specs, software, build scripts.


＊彈性工作時間，薪優福利佳，並備有新店/中和線交通車＊"
Global Process Safety Management (PSM) Program Manager,台中市后里區,台灣美光晶圓科技股份有限公司,面議（經常性薪資4萬/月含以上）,"As a Global Process Safety Management (PSM) Program Manager at Micron Technology, you will be responsible for the continued development of Micron’s Risk-Based Process Safety (RBPS) system. Micron’s RBPS system foundation is based upon four main incident prevention pillars. This is a proven and well-established process safety management system developed by the Center for Chemical Process Safety (CCPS). The four pillars are: Commit to Process Safety, Understand Hazards and Risk, Manage Risk, and Learn from Experience. A successfully built and implemented RBPS system will drive the prevention of, preparedness for, mitigation of, response to, and restoration from catastrophic releases of chemicals or energy at Micron Facilities. This position will report directly to the Global PSM Director.
Primary Job Responsibilities Include:
-Oversee RBPS Program Governance
-Support ongoing quality improvements of the RBPS program, including gathering and acting on performance metrics
-Provide Process Safety leadership, direction, and education of Micron’s RBPS program
-Implement and monitor RBPS program and policies
-Communicate program expectations to all stakeholders
-Maintain program support through continuous interaction with senior leaders
-Lead best practice sharing and implementation
-Perform complete RBPS compliance audits at proper cadence and ensure follow-up on corrective actions to ensure adherence to RBPS standards and Recognized And Generally Accepted Good Engineering Practices (RAGAGEP)
-Identify potential crises and develop and execute resolution plans
-Ensure business process flows that support the RBPS program are created and followed
-Define scope, goals, and deliverables that support business objectives in collaboration with sponsors and stakeholders
-Estimate the resources and participants needed to achieve program objectives
-Develop and deliver progress reports, proposals, requirements documentation, and presentations
-Manage changes in program scope
-Facilitate RBPS elements to sustaining mode or closeout
-Work with project teams as a technical resource for both project management objectives and project artifacts
-Work with the Fabs, Facilities, PMO office, and Manufacturing Central Team to define, develop, and maintain processes and support systems that help drive success
-Support Speed Execution Alignment (SEAL) teams by providing feedback and help with vision/strategy roadmap and the timeline for area system development
-Develop and/or utilize current systems to capture, communicate, and propagate best-known business practices from the global community
-Stay current with area-specific business practices at each site公共衛生學類"
Manufacturing - Reticle Handler Assembly Engineer(RH組裝製造工程師) - Linkou,新北市林口區,台灣艾司摩爾科技股份有限公司(ASML),面議（經常性薪資4萬/月含以上）,"Introduction
Do youwant to know how ASML the most advanced lithography technical company leadsthe world going to next generation ?
Working in ASML Linkou factory assembly department will let you not onlyknow but also practice to build a complex system by your hands.

Job Mission
●Accuratelymanufacture and supply all ASML products in accordance with the establishedspecification statements.
●Ensure the planned outputs are delivered base on quality standardizationand within cycletime and material cost budget.
● Guide the implementation of new products and processes.
● Make improvements to existing products and processes

Job Description
Assembleand test complex systems in a clean room environment.
Support process improvements, Engineering testing, Lean Manufacturing andQuality improvements
Train and mentor others
● Quality: produce products inaccordance with established specifications. Observe and report about regularand/or on-going problems that occur in the construction of products or theiroperation. Give support to the solution of these problems. Contribute to theimprovement of products and processes.
● Production:manufacture and deliver high level, complex systems according to theestablished procedures. Solve any technical problems that occur. Set anexample to other members of the team. Oversee the total process from assemblythrough to test and act as a reference source for problem solving in the areaof expertise;
● New products:actively contribute to the pilot production process and the transition tovolume production. Support for the development and improvement of TPD,processes and records and other relevant topics. Before the implementation ofnew procedures, investigate what their impact will be on the productionprocess. Come up with constructive ideas for product improvement;
● Skills: acquiresufficient knowledge of new and established products and processes,modifications, sub-modules and complete systems. Have an in-depth knowledgeof the correlation between the module and the whole system and therelationship with other (sub) systems. Pass on relevant expertise;
● Teamwork: supportgood teamwork by the search for solutions and ideas arising from input andthe implementation of departmental tasks.
● Planning: coordinatethe activities given in the production plan and monitor the practicalsituation. Closely control the use of tools, materials and equipment;工程學門"
Senior Talent Advisor,桃園市龜山區,台灣美光晶圓科技股份有限公司,面議（經常性薪資4萬/月含以上）,"Our vision is to transform how the world uses information to enrich life.

Join an inclusive team passionate about one thing: using their expertise in the relentless pursuit of innovation for customers and partners. The solutions we build help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can fuel the very innovation we are pursuing.

As a Sr Talent Advisor at Micron, you will work with the talent acquisition team that provide end-to-end recruiting services to customers. You‘ll have exposure to the most advanced talent acquisition solutions, including artificial-intelligence (AI) tools, advanced industry recruiting practices, and the opportunities to work with global counterparts. The key focus for you and the team is to provide effective and efficient talent solutions, deliver best-in-class services, and the world-class to our talent market.

In addition, you will have the resources and sponsorship to participate in various seminars and networking events where you identify and spot talent. We are expecting this person to be knowledgeable in semiconductor talent trend and talent market. This role will also be equipped with knowledge and insight of Micron external talent proposition. With this, he or she will identify opportunities and come up with plans to pitch in the talent market even before Micron has the vacancy posted.

Responsibilities and Tasks：

Advise and guide hiring managers on their hiring needs
Assist hiring managers with understanding the best practices and constraints of the recruiting process
Partner with external recruiting agencies or organizations to identify recruitment opportunities
Develop rapport and trusting relationship with hiring managers
Provide suggestions/ guidance on compensation, interviews, offers, and prepare or coach applicants
Maintain current knowledge of Micron’s financial position, competitive landscape, jobs, and locations to generate candidate interest and commitment
Develop recruiting strategy for hiring departments
Use strategic approach to locate and contact passive candidates, including cold calls
Develop relationship with potential candidates and understand candidates priorities
Extend and negotiate offers to candidates
Finalize the hiring process (mobility, final hiring actions, visa paperwork)
The opportunities to work on global project and participate in recruiting processes and systems project.

About Micron Technology, Inc.


We are an industry leader in innovative memory and storage solutions. Through our global brands – Micron® and Crucial® – our broad portfolio of high-performance memory and storage technologies, including DRAM, NAND, 3D XPoint™ memory and NOR, is transforming how the world uses information to enrich life. Backed by more than 40 years of technology leadership, our memory and storage solutions enable disruptive trends, including artificial intelligence, 5G, machine learning and autonomous vehicles, in key market segments like mobile, data center, client, consumer, industrial, graphics, automotive, and networking. Our common stock is traded on the Nasdaq under the MU symbol. To learn more visit micron.com/careers.

According to the 〝Employment Service Act〝, positions with salary lower than NTD$40,000, please refer to the salary information in the job description. Positions with salary over than NTD$40,000 will be subject to be discussed during interview.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.

To request assistance with the application process, please contact Micron’s Human Resources Department at 1-800-336-8918 and/or by completing our General Contact Form.人力資源學類,企業管理學類,其他商業及管理學類"
資深 PLC工程師,台北市內湖區,佳銓國際股份有限公司,月薪 5.5萬元以上,"工作內容

控制系統工程師分析用戶需求以及過程和/或機械設備的設計，設計所需方式控制過程或機器的自動化系統。
工程師利用在儀表，控制閥，電動機/ VFD，控制系統電氣設計和PLC / DCS編程方面的知識和經驗，以最小的基本設計提供滿足用戶需求的自動化系統。

公司對資深ＰＬＣ工程師的要求

•高度誠信，
•願意超越普通人來滿足和超越客戶的期望，
•渴望不斷挑戰和發展
•出色的書面和口頭交流能力


Ideal Experience 
• 3-5 years of experience in a similar engineering role 
• At least 3-5 years‘ experience with one or more of the following platforms: 
o Allen Bradley PLC5, SLC500, MicroLogix, ControlLogix 
o Siemens S7, PCS7 
o Emerson DeltaV, Ovation, Provox 
o Novatech D/3 
o Honeywell Experion 
o Foxboro I/A 

• HMI/SCADA configuration experience with one or more of the following platforms: o Allen Bradley / Rockwell Automation 
o Inductive Automation 
o Wonderware 
o Siemens 
o iFix 
o Iconics 

• Historian and/or data analytics experience with one or more of the following platforms: o OSIsoft PI 
o PTC Thingworx 
o Inductive Automation Ignition 
o Aspentech 
o Rockwell Automation 
o Siemens 
o Wonderware 

這項工作的職責可能包括但不限於：
•根據用戶要求開發控件規範（控件說明）文檔
•參與擬議項目的初步可行性研究，得出項目的可行性水平成本估算和支持文件
•標記過程和儀表圖（P＆ID），以進行儀表和控制相關更改，並審查起草小組的圖紙
•設計低壓（最高480V）的電氣控製圖，面板圖，迴路圖，I / O圖和網絡圖，並從起草小組中查看圖紙
•為分佈式控制系統（DCS）和可編程邏輯控制器（PLC）開發程序，和/或監督其他人的程序開發
•人機界面（HMI）開發和SCADA配置
•歷史學家配置
•執行DCS和PLC程序的測試計劃，以有效地測試新程序或程序更改的各個方面
•模擬DCS / PLC程序並使用測試計劃測試系統
•監督客戶現場的電氣控制結構，並驗證系統是否按設計安裝–為施工工作提供技術支持
•在已安裝的控制系統上執行I / O檢出並記錄檢出結果
•為客戶的運營，工程和維護人員提供調試後支持
•根據需要前往客戶所在地資訊工程學類,機械工程學類,工業工程學類普通小型車普通小型車"
開發主管,東南亞越南,欣泰國際有限公司,月薪 7.5萬~7.8萬元,"1. 務必有製造木製相關家具的經驗。同時有室內和戶外家具經驗者，優先錄取。
2. 熟悉ERP 系統操作
3. 熟練的電腦文書處理能力
4. 受過人員管理的培訓/經驗
5. 對產品結構、材料與成本的敏銳性
6. 具備資料分析整合的能力
7. 具備組織主持會議與溝通協調能力
8. 責任心、抗壓力、自我學習與思考能力
9. 會英文加分
10. 具有關注細節的能力的敏銳度很重要，因為研發經理最終需要密切監督新產品開發過程的每一步。
11. 領導和管理技能：能夠與同事和下級員工進行良好的溝通。
12. 在思考新產品概念的過程中具有強烈的創造力，並能創新解決問題。
13. 監督複雜的研究項目，分析結果，並根據研究結果提供建議。
14. 作為經理，還將承擔重要的管理和行政職責，並可能負責監督員工。
15. 研發經理負責監督新產品和程序的整個開發過程，從最初的規劃階段到實施或生產。
16. 與客戶互動，清楚了解產品需求。
––––––––––––––––––––––––––––––––––––––-
Position: R & D Supervisor
Location: To apply this position, candidates must be in Vietnam
At least 5 years work experience.

R & D Supervisor Skills and Qualifications:

1.	Be sure to have experience in manufacturing wood-related furniture. Preferred experienced person with both indoor and outdoor furniture experience.
2.	Familiar with ERP system operation.
3.	Skilled computer word processing ability.
4.	Trained on/ experienced of personnel management.
5.	Acuity for product structure, material, and cost.
6.	Ability to analyze and integrate data.
7.	Ability to organize and host meetings, and good communication and coordination skills.
8.	Responsible, highly stress resistant, self-learning and self-thinking.
9.	English skill is a bonus.
10.	Having a keen ability to pay attention to details is important, as R&D managers ultimately need to closely supervise every step of the development process for new products. 
11.	Leadership and managerial skills: Ability to communicate well with colleagues and lower-level staff. 
12.	Strong sense of creativity in the process of thinking of new product ideas and solving problems creatively.
13.	Oversees complex research projects, analyzes results, and provides recommendations based on findings.
14.	As a manager, will also have important managerial and administrative responsibilities, and may be in charge of overseeing employees.
15.	R&D managers are responsible for overseeing the entire development process of new products and programs, from the initial planning phase to implementation or production.
16.	Interact with customers to understand product requirements clearly.輕型機車,普通小型車,普通重機車"
Market Research Event Planner,台中市北區,香港商榮格仕有限公司(RINGIER TRADE MEDIA LIMITED),月薪 3.4萬~3.8萬元,"Become a key player in the Conference /events Business

One of the most dynamic industries today         

 工作任務：
- 會議策劃（線上及線下）及專案管理，包括市場/內容研究、主題設定、市場定位、新領域研究開發、邀約知名講者、現場協調和活動後跟進
- 與其他媒體公司、協會和其他合作夥伴建立戰略合作夥伴關係，以進一步建立和推廣活動
- 支持現場服務，保障實體活動的暢通（來賓註冊、餐點安排、現場票務、展區設置、贊助商現場事宜處理、商務媒合等）
- 支持台灣、中國、新加坡、香港銷售贊助，包括共同拜訪潛在贊助商
- 製作中英文宣傳資料，撰寫提案和EDM等
- 能自學研究新產業供應鏈、相關熱門趨勢和技術創新

The conference and events business in China (in S E Asia) is booming , both with virtual , physical and hybrid events. Suppliers and users are eager to network, learn, share ideas, conduct and develop new business. 

Ringier Conference and Events Co Ltd is a leading events organizer in China (in SE asia) holding over 40 industrial conferences and custom events yearly in the region. Supported by vast data base and media properties such as industry magazines, e newsletters, Wechat and other social media channels, our conference planners have at their disposal extensive resources that events companies have to offer. Not to mention a 15 year track record of holding successful events and an accumulation of a large network of speaker experts, qualified delegates and sponsors.

We are expanding – and are looking for a smart individual to join us in Taichung, Shanghai, Home based in S.E.Asia . Whilst previous conference planning experience is not required you have had some marketing and research experience. You know how to write well , you know how to conduct online research to identify industry trends, key topics and speakers. You know how to use social media  such as Linkedin (Wechat) to identify and communicate with potential delegates. You are not shy – and comfortable to reach out and talk  to the various stake holders – such as speakers, industry experts, sponsors , as well as be very visible and supportive on site .

If this sounds like you or you want to learn these skills and enter the Conference business , work with and be trained by some of the best in the business then please send us your resume today..  Also learn more about our future and past events at www.ringierevents.com (.cn)

 Responsibilities:
-         Conference production & project management, including market/content research, topic generation, market identification, program development, speaker invitation, on-site coordination and post-event follow up.
-          Develop strategic partnerships with other media companies, associations and other partners to further build and promote Ringier’s events
-         Support on-site service and Securing smooth flow of the physical event (guests traffic, food distribution, ticketing, exhibition area setup, engaging with business partners, matchmaking, and others).
-     Support sales of sponsorships including visiting potential sponsors 
-    Producing promotional materials and writing proposal and press release in Chinese & English.
-    Self-learning about the industry, hottest trends and technological innovations.TOEIC多益 (Blue730-855分)"
【台中廠】輪班製程工程師,台中市后里區,台灣美光晶圓科技股份有限公司,面議（經常性薪資4萬/月含以上）,"Micron in Taiwan
Micron’s global footprint is designed to deliver comprehensive customer teamwork, support and quality around the world and throughout the product lifecycle. Taiwan plays a meaningful role in strengthening Micron’s position in leading-edge DRAM.

Micron’s Taiwan sites include sales and technical support in Taipei along with state-of-the-art fabrication facilities in Taichung and Taoyuan that together comprise the company’s DRAM Center of Perfection. The Center’s goal is to achieve the most efficient and effective technology transfer and manufacturing ramp by combining front- and back-end manufacturing, product engineering and technology development roles.

Job Description
As an Engineering Operation Shift Engineer, you will be responsible for monitoring, sustaining, and improving your assigned area while working with production operators and area technicians to produce silicon-based semiconductor products.

Responsibilities and Tasks
Lead, manage, train and develop a team of Process Technicians to execute daily process operation

Dedicatedly monitor and drive performance of process critical metric and address any issues in a timely manner to achieve Fab quality, cost, cycle time and output goals

Monitor, analyze and dispose out of control events for established SPC rules for both process and defect related issues. (eg eCAP/DTS/QDR/SPACE/Scrap etc).

Ensure all SWRs are processed correctly and in a timely manner.

Assist 1st shift engineering and vendor support on long term down equipment and chronic process issues

Keep the Lead Engineer/Manager updated on all process related issues.

Partner with other Fab areas to solve issues that affect multiple areas.

Take the initiative to assume added responsibilities.

Initiate and formulate continuous improvement projects for yield/productivity/scrap improvements

All team members are required to complete their learning items within the stipulated time frame

For business process and/or QMS component that one is responsible or accountable for:

a) ensuring the QMS/business process that is effective and conforms to requirements

b) ensuring that the processes are delivering their intended outputs

c) reporting on QMS/business process performance and opportunities for improvement to management

d) ensuring the promotion of internal and external customer focus throughout the organization

e) ensuring the maintenance of the integrity of the QMS/ business process when changes are planned and implemented.

f) ensuring customer requirements are met

Education
Required

Bachelors Degree or equivalent experience

Engineering
Related field of study
Experience
Required

1 year experience in any of the following:

Semiconductor Manufacturing
Qualifications
Understanding of SPC and its applications in the area and knowledge of semiconductor equipment and processes.
Experience with the specific area equipment and processes.
Knowledge of Fab processes and a basic understanding of probe and param functions.
Excellent verbal and written communication, good PC skills, and strong data collection skills.
Willing to work any shift and that you be a behavioral example by being a dedicated problem solver, communicating openly, and taking responsibility.
Posses good team working skills, multi-tasking capabilities and being self-motivated
Ability to solve problems and address root causes
Team oriented with a strong focus on effective team dynamics
Statement
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. According to the 〝Employment Service Act〝, salary lower than NTD$40,000, please refer to the salary information in the job description. Positions with salary over than NTD$40,000 will be subject to be discussed during interview.化學工程學類,材料工程學類,電機工程學類"
Computer Instructor,新竹縣竹北市,亞太美國學校,面議（經常性薪資4萬/月含以上）,"Teaching Computer Science and teaching in English.電算機一般學類,電算機應用學類,軟體發展學類"
【Software R&D Dept.】Senior Embedded Software Engineer,美國加利福尼亞州,艾訊股份有限公司 （艾訊）,面議（經常性薪資4萬/月含以上）,"We are looking for a talented and passionate Embedded Software Engineer to join a cross-functional team.
At Axiomtek Gaming we have a multi-culture, collaborative environment.
You will collaborate with FW developers, product managers, and HW teams.

In This Position, You Will
Be responsible for designing the BSP architecture of new products
Be responsible for bring-up ARM embedded systems
Design, develop and verify firmware for embedded systems
Participate in design reviews, API development, and documentation
Work with new technologies that are vital to product development
Collaborate with both firmware and hardware product teams資訊工程學類,電子工程學類,電機工程學類"
Laboratory Assistant –  Virology  計畫實驗室助理 乙名,台南市善化區,亞洲蔬菜研究發展中心(世界蔬菜中心),月薪 2.6萬~3萬元,"WorldVeg seeks a Laboratory Assistant (Project-based) at its Headquarters in Shanhua, Tainan, Taiwan, to work in the Vegetable Biodiversity Cluster of the Flagship Safe & Sustainable Value Chains.  The position is for a period of one year.  Renewal of the position depends on the performance of the incumbent and of availability of funding.  This is a nationally recruited position and open for Taiwan nationals only. 

Job Responsibilities

•	Detect viruses by molecular diagnostic methods and conduct molecular characterization of viruses, which involves molecular biology techniques such as nucleic acid extraction, PCR, RT-PCR, gel electrophoresis, viral gene cloning, plasmid extraction, restriction enzyme digestion, primer design, and sequence analysis;
•	Screen vegetable accessions/breeding lines for resistance to viruses, including preparation of virus inoculum, inoculation of plants with virus, symptom observation and recording, and confirmation of virus presence in the plants using molecular diagnostic methods;  
•	Assist in compiling and summarizing the research results, preparation of project reports, and performing administrative activities related to the project; 
•	Others: take care of daily works in the laboratory and as assigned by scientist, such as cleaning laboratory, preparing buffer/medium/chemical, conducting collection of virus isolates and virus disease surveys, collecting/sorting plant disease samples, assisting in training of trainees and students in virology, etc. 


Qualifications

•	Have a B.S. degree in Plant Pathology, Biology, Biotechnology, Agriculture or a related field, ideally with some experience of molecular biology techniques in plant virology; 
•	Be interested to learn and broaden skills and gain competence in this field; 
•	Have good organizing and coordination skills; 
•	Have a reasonable command of English (written and spoken); 
•	Have experience of using computers for preparing documents, reports, data analysis and communication.

The Reward: This is a Nationally Recruited Staff (NRS) position with competitive pay and benefits. The initial appointment is for one year and may be extended depending on requirements, funding availability, and performance of the incumbent.
 

病毒組  徵 「計畫實驗室助理」乙名

主要負責工作內容：
•	協助並負責病毒的檢測與鑑定，包括萃取核酸，進行PCR、RT-PCR、膠體電泳，病毒基因選殖，質體DNA萃取，限制酶切割反應，引子設計及序列分析。
•	協助並負責蔬菜作物的抗病篩選：準備病毒接種源，人工接種，病毒檢測與鑑定，病徵觀察與記錄。
•	協助實驗結果彙整與計畫報告撰寫，並協助計畫相關之行政工作。
•	執行實驗室及溫、網室的例行性工作，包括配製藥品，實驗室清潔，參與病毒株的收集與田野病害調查，收集並分類病害樣品，協助訓練學員及學生等。

應徵資格：	
取得植物病理、生物、生物技術、農業或相關領域的學士學位；
具備英文溝通能力與植物病毒學相關之分子遺傳技術的應徵者，將優先考慮。




應徵方式：	請將英文應徵信、履歷表(含照片)以及三位推薦人姓名、聯絡方式 (包括電話、電子郵件信箱) 寄到：亞蔬 – 世界蔬菜中心, 台南市善化區郵政信箱42號 , 人力資源室 或 電子郵件信箱: jobapply@worldveg.org.生醫工程學類,生命科學學門,農林漁牧學門"
Team Member Advocate,桃園市龜山區,台灣美光晶圓科技股份有限公司,面議（經常性薪資4萬/月含以上）,"The Team Member Advocate will provide 1:1 team member advocacy and support in multidisciplinary wellbeing topics, career coaching, personal and professional development, and support and referrals in mental health and employee relation services. Additional duties involve promotion of initiatives for wellness, culture and engagement, diversity and inclusion and employee relations programs to champion a meaningful team member experience at Micron.

Provide confidential consultation to team members who need support in personal and professional wellbeing topics, or workplace concerns. Deliver appropriate feedback and referrals, in alignment with Micron and community resources.
Foster an encouraging work environment. Contribute to positive team member engagement at site activities, lead team member site engagement events, encourage team member social connections.
Enable enhanced team member wellbeing. Assess the need for additional support via program awareness of a referral to healthcare resources.
Bring awareness to internal and external Micron resources. Programs include health and wellbeing resources provided by Micron and in the community.
Collaborate with wellbeing specialist to promote and provide wellbeing programs. Responsible for supporting the promotion and delivery of in-country wellbeing efforts and corporate programs.
Provide career counseling and serve as an extension of Reach conversations.
Receive workplace concerns. Assess if situation requires escalation, or referral for additional resources. Help to interpret workplace policies.
Integrate people related programs in areas of wellbeing, performance, diversity and inclusion, learning and development, and workplace policies at the individual level. Have a comprehensive understanding of all people programs.
Stay abreast of current workplace trends and world and community events that impact personal wellbeing.
Track interactions data to determine trends and potential workplace interventions. Provide feedback and suggestions to leadership.
Facilitate information tables, classes, and presentations on advocacy and coaching topics to grow site-level awareness and impact.
Ability and comfort speaking to all levels of leadership, and large groups.
Comprehensive understanding of all people related programs in areas of performance, wellness, diversity and inclusion, learning and development, and workplace policies.
In-depth knowledge of wellbeing programming and delivery of wellbeing support required.
Telephonic/Zoom support to Micron team members at additional sites.
Serve as a connection point between team members and other internal and external Micron resources.
Provide effective solutions for ensuring team members are aware of existing programs, resources and opportunities.
Contribute to driving team member engagement through creating opportunities to interact with TM’s at each site. Facilitate information tables, teaching classes, and giving presentations are examples.
Solicit feedback from team members and leaders to ensure programs and offerings are meeting their needs."
【研發中心】網頁全端軟體開發組長(台北內湖),台北市內湖區,網銀國際股份有限公司,面議（經常性薪資4萬/月含以上）,"Lead Full Stack Web Software Engineer

【工作職責】
●研發跨平台(PC、iOS和Android)網頁應用軟體。
●負責網頁前端與後端的程式開發工作。
● 根據產品應用或營運服務的需求，進行程式設計框架及技術方案的設計和實現。
● 結合技術和產品設計持續對前端使用體驗及前/後端運行效能進行優化。
● 網站架設與維護。
●工作內容包括但不限於技術設計、軟體開發、測試和各類協作。

【職務條件】
●學歷條件：
-大學以上資訊、電機、電子、機械、物理、應數等理工相關科系畢業。
● 經歷要求：
-無經驗可。
● 職能要求：
-前端精通JavaScript或TypeScript程式語言。
-後端精通C#或PHP程式語言。
-精通HTML5、CSS3、jQuery、Ajax、Vue、React等前端技術與框架。
-熟悉.Net Core或Laravel等後端開發框架。
-熟悉C/C++、Java或Python等程式語言為佳。
-熟悉WebAssembly開發與應用為佳。
-熟悉RWD響應式網頁設計。
-熟悉MVC框架。
-對技術特定領域(例如3D Graphics、Computer Vision、SLAM、Deep Learning AI、Video/Audio Streaming、Video/Audio Codec、Motion Recognition、Data Mining、Blockchain、VR/AR等)有深入研究者優先。
-熟悉SQL與NoSQL資料庫系統與應用。
-熟悉TCP/IP、UDP、WebSocket或HTTP等通訊協定的使用。
-熟悉IIS、Apache或Nginx等網站伺服器架設與維運。
-具備高承載Web服務開發經驗為佳。
-具備RESTful API設計與使用經驗為佳。
-具備AWS或GCP雲端服務使用與維運經驗為佳。
-具備英文讀寫能力，可閱讀英文技術論文及報告。
● 其他要求
-對技術領域有持續的追求與熱情。
-溝通能力。
-團隊合作意識。
-追求卓越的工作態度。
-責任心。

☆欲應徵者請投遞履歷後等待書面初審合格後之面試通知。
初審未通過者，恕不另行通知。電算機學門,數學統計學門"
